"Tag","Value","Tag_Description"
"surface:condition","fair","Pavement Condition/Surface Condition Attribute"
"surface:condition","fair_estimated","Aerodrome Pavement Information : Aerodrome Pavement Functional Status"
"surface:condition","good","Pavement Condition/Surface Condition Attribute"
"surface:condition","good_estimated","Aerodrome Pavement Information : Aerodrome Pavement Functional Status"
"surface:condition","poor","Pavement Condition/Surface Condition Attribute"
"surface:condition","poor_estimated","Aerodrome Pavement Information : Aerodrome Pavement Functional Status"
"surface:condition","under_construction","Aerodrome Pavement Information : Aerodrome Pavement Functional Status"
"surface:condition","unserviceable","Aerodrome Pavement Information : Aerodrome Pavement Functional Status"
"surface","Other","Road/Runway Surface Type"
"surface","aluminum","Surface Material Category/Surface Material Type"
"surface","asphalt","Surface Material Category/Surface Material Type"
"surface","asphalt_over_concrete","Surface Material Category/Surface Material Type"
"surface","bedrock","Surface Material Category/Surface Material Type"
"surface","bituminous","Surface Material Category/Surface Material Type"
"surface","boulders","Surface Material Category/Surface Material Type"
"surface","bound_surface","Route Pavement Information : Route Surface Composition"
"surface","brick","Surface Material Category/Surface Material Type"
"surface","clay","Surface Material Category/Surface Material Type"
"surface","cobblestone","Surface Material Category/Surface Material Type"
"surface","combination","Surface Material Category/Surface Material Type"
"surface","compacted","Surface Material Category/Surface Material Type"
"surface","composite_-_50_%_or_more_of_the_runway_length_is_permanent","Surface Material Category/Surface Material Type"
"surface","composite_soft_-_less_than_50%_of_the_runway_length_is_permanent","Surface Material Category/Surface Material Type"
"surface","composition","Surface Material Category/Surface Material Type"
"surface","concrete","Surface Material Category/Surface Material Type"
"surface","conglomerate","Surface Material Category/Surface Material Type"
"surface","coral","Surface Material Category/Surface Material Type"
"surface","corduroy","Route Pavement Information : Route Surface Composition"
"surface","distorted_surface","Surface Material Category/Surface Material Type"
"surface","earth","Surface Material Category/Surface Material Type"
"surface","evaporites","Surface Material Category/Surface Material Type"
"surface","flexible_pavement","Route Pavement Information : Route Surface Composition"
"surface","graded_or_rolled_earth_grass_on_graded_earth","Surface Material Category/Surface Material Type"
"surface","grass","Surface Material Category/Surface Material Type"
"surface","grass_or_earth_not_graded_or_rolled","Surface Material Category/Surface Material Type"
"surface","gravel","Surface Material Category/Surface Material Type"
"surface","ground","Surface Material Category/Surface Material Type"
"surface","herbaceous/scrub_vegetation_(excluding_trees)","Surface Material Category/Surface Material Type"
"surface","ice","Surface Material Category/Surface Material Type"
"surface","karst","Surface Material Category/Surface Material Type"
"surface","laterite","Surface Material Category/Surface Material Type"
"surface","lava","Surface Material Category/Surface Material Type"
"surface","loess","Surface Material Category/Surface Material Type"
"surface","macadam","Route Pavement Information : Route Surface Composition"
"surface","macadam_-_crushed_rock_water_bound","Surface Material Category/Surface Material Type"
"surface","masonry","Surface Material Category/Surface Material Type"
"surface","masonry_(brick/stone)","Surface Material Category/Surface Material Type"
"surface","membrane_-_plastic_or_other_coated_fiber_material","Surface Material Category/Surface Material Type"
"surface","metal","Surface Material Category/Surface Material Type"
"surface","mix_-_mix_in_place_using_non-bituminous_binder_such_as_portland_cement","Surface Material Category/Surface Material Type"
"surface","mud","Surface Material Category/Surface Material Type"
"surface","oil_blister","Surface Material Category/Surface Material Type"
"surface","other","Surface Material Category/Surface Material Type"
"surface","other_resolution","Surface Material Category/Surface Material Type"
"surface","part_metal","Surface Material Category/Surface Material Type"
"surface","paved","Surface Material Category/Surface Material Type"
"surface","pem_-_part_concrete_part_asphalt_or_part_bitumen_bound_macadam","Surface Material Category/Surface Material Type"
"surface","permanent_-_hard_surface_type_unknown","Surface Material Category/Surface Material Type"
"surface","reinforced_concrete","Surface Material Category/Surface Material Type"
"surface","ridgid_pavement","Route Pavement Information : Route Surface Composition"
"surface","rock","Surface Material Category/Surface Material Type"
"surface","sand","Surface Material Category/Surface Material Type"
"surface","sand_-_sand_graded_rolled_or_oiled","Surface Material Category/Surface Material Type"
"surface","sand_and_boulders","Surface Material Category/Surface Material Type"
"surface","sand_and_gravel","Surface Material Category/Surface Material Type"
"surface","sand_and_mud","Surface Material Category/Surface Material Type"
"surface","snow","Surface Material Category/Surface Material Type"
"surface","steel","Surface Material Category/Surface Material Type"
"surface","stone","Surface Material Category/Surface Material Type"
"surface","trees","Surface Material Category/Surface Material Type"
"surface","unknown","Route Pavement Information : Route Surface Composition"
"surface","unpaved","Surface Material Category/Surface Material Type"
"surface","vegetation","Surface Material Category/Surface Material Type"
"surface","water","Surface Material Category/Surface Material Type"
"surface","wood","Surface Material Category/Surface Material Type"
"surface","wood_plank","Route Pavement Information : Route Surface Composition"
"swamp:vegetation:type","brush","Vegetation Characteristic"
"swamp:vegetation:type","herb_and_brush","Vegetation Characteristic"
"swamp:vegetation:type","wood","Vegetation Characteristic"
"taxiway:type","air_taxiway","Taxiway Type"
"taxiway:type","aircraft_stand_taxilane","Taxiway Type"
"taxiway:type","apron_taxiway","Taxiway Type"
"taxiway:type","dispersal","Taxiway Type"
"taxiway:type","helicopter_ground_taxiway","Taxiway Type"
"taxiway:type","lead-in_taxilane","Taxiway Type"
"taxiway:type","lead-out_taxilane","Taxiway Type"
"taxiway:type","loop","Taxiway Type"
"taxiway:type","other","Taxiway Type"
"taxiway:type","parallel_taxiway","Taxiway Type"
"taxiway:type","perimeter","Taxiway Type"
"taxiway:type","rapid_exit_and/or_turnoff_taxiway","Taxiway Type"
"taxiway:type","stub_taxiway","Taxiway Type"
"taxiway:type","turnaround_taxiway","Taxiway Type"
"telescope:type","optical","Telescope Type"
"telescope:type","other","Telescope Type"
"telescope:type","parabolic_radio_aerial","Telescope Type"
"telescope:type","radio_aerial_array","Telescope Type"
"thickness","Text or number value","Thickness"
"tidal","no","Tidal/Non-Tidal Category/Tide Influenced"
"tidal","yes","Tidal/Non-Tidal Category/Tide Influenced"
"tomb","burial_mound","Tomb Type"
"tomb","catacomb","Tomb Type"
"tomb","cave","Tomb Type"
"tomb","columbarium","Tomb Type"
"tomb","crypt","Tomb Type"
"tomb","mausoleum","Tomb Type"
"tomb","other","Tomb Type"
"tomb","surface_vault","Tomb Type"
"tomb","yes","Feature Code AL036"
"tourism","aquarium","Feature Function"
"tourism","camp_site","Feature Code AK060"
"tourism","guest-house","Feature Function"
"tourism","hostel","Building Function Category"
"tourism","hotel","Feature Function"
"tourism","inn","Public Accommodation Facility"
"tourism","motel","Building Function Category"
"tourism","museum","Feature Function"
"tourism","opera_house","Building Function Category"
"tourism","public_accomodation","Public Accommodation Facility"
"tourism","resort_hotel","Feature Function"
"tourism","theme_park","Feature Code AK030"
"tourism","theme_park_attraction","Feature Code AK020"
"tower:material","aluminum","Pylon Material"
"tower:material","concrete","Pylon Material"
"tower:material","fibreglass","Pylon Material"
"tower:material","iron","Pylon Material"
"tower:material","masonry","Pylon Material"
"tower:material","metal","Pylon Material"
"tower:material","other","Pylon Material"
"tower:material","steel","Pylon Material"
"tower:material","wood","Pylon Material"
"tower:shape","a_frame","Tower Shape"
"tower:shape","h_frame","Tower Shape"
"tower:shape","i_frame","Tower Shape"
"tower:shape","mast","Tower Shape"
"tower:shape","other","Tower Shape"
"tower:shape","pole","Tower Shape"
"tower:shape","tower_mill","Tower Shape"
"tower:shape","tripod","Tower Shape"
"tower:shape","truss","Tower Shape"
"tower:shape","tubular","Tower Shape"
"tower:shape","y_frame","Tower Shape"
"tower:type","bridge","Tower Type Category/Tower Type"
"tower:type","cell","Tower Type Category/Tower Type"
"tower:type","communication","Tower Type Category/Tower Type"
"tower:type","cooling","Tower Type Category/Tower Type"
"tower:type","drop","Tower Type Category/Tower Type"
"tower:type","fire","Tower Type Category/Tower Type"
"tower:type","guard","Tower Type Category/Tower Type"
"tower:type","industrial","Tower Type Category/Tower Type"
"tower:type","light","Tower Type Category/Tower Type"
"tower:type","lookout","Tower Type Category/Tower Type"
"tower:type","microwave","Tower Type Category/Tower Type"
"tower:type","mine_shaft_superstructure","Tower Type Category/Tower Type"
"tower:type","observation","Tower Type Category/Tower Type"
"tower:type","other","Tower Type Category/Tower Type"
"tower:type","radar","Tower Type Category/Tower Type"
"tower:type","solar_power","Tower Type Category/Tower Type"
"tower:type","undefined","Tower Type Category/Tower Type"
"tower","water_intake","Feature Code BI050"
"transport:type","air","Transportation Use Category"
"transport:type","aircraft","Transportation Use Category"
"transport:type","aqueduct","Transportation Use Category"
"transport:type","automotive","Transportation Use Category"
"transport:type","both_road_and_runway","Transportation Use Category"
"transport:type","bus","Transportation Use Category"
"transport:type","canal","Transportation Use Category"
"transport:type","caravan_route","Transportation Use Category"
"transport:type","drove","Transportation System Type"
"transport:type","inland_waterway","Transportation System Type"
"transport:type","marine","Transportation Use Category"
"transport:type","maritime","Transportation System Type"
"transport:type","motor_cycle","Transportation Use Category"
"transport:type","no_transport_use","Transportation Use Category"
"transport:type","other","Transportation Use Category"
"transport:type","pack-road","Transportation System Type"
"transport:type","pedestrian","Transportation Use Category"
"transport:type","pipeline","Transportation Use Category"
"transport:type","pipeline_maintenance","Transportation System Type"
"transport:type","portage","Transportation Use Category"
"transport:type","powerline_maintenance","Transportation System Type"
"transport:type","railway","Transportation Use Category"
"transport:type","recreational_vehicles","Transportation Use Category"
"transport:type","road","Transportation Use Category"
"transport:type","road_and_railway","Transportation Use Category"
"transport:type","runway","Transportation System Type"
"transport:type","ship","Transportation Use Category"
"transport:type","slip_road/access_road","Transportation Use Category"
"transport:type","subway","Transportation Use Category"
"transport:type","taxiway","Transportation System Type"
"transport:type","truck","Transportation System Type"
"transport:type","underground_railway","Transportation System Type"
"transport:type","waterway","Transportation Use Category"
"transport:use","cargo","Transportation Use Category"
"transport:use","general","Transportation Use Category"
"transport:use","other","Transportation Use Category"
"transport:use","passenger","Transportation Use Category"
"tree:density","scattered_trees","Canopy Cover/Density Measure (% of Tree/Canopy Cover)"
"tree:density","trees/mangrove","Canopy Cover/Density Measure (% of Tree/Canopy Cover)"
"tree:diameter:closure","closed_interval","Stem Diameter (interval closure)"
"tree:diameter:closure","greater-than-or-equal_to_less-than_interval","Stem Diameter (interval closure)"
"tree:diameter:closure","greater-than_or_equal_semi-interval","Stem Diameter (interval closure)"
"tree:diameter:closure","greater-than_semi-interval","Stem Diameter (interval closure)"
"tree:diameter:closure","greater-than_to_less-than-or-equal_interval","Stem Diameter (interval closure)"
"tree:diameter:closure","less-than_or_equal_semi-interval","Stem Diameter (interval closure)"
"tree:diameter:closure","less-than_semi-interval","Stem Diameter (interval closure)"
"tree:diameter:closure","open_interval","Stem Diameter (interval closure)"
"tree:diameter:lower","Text or number value","Stem Diameter (lower value)"
"tree:diameter:upper","Text or number value","Stem Diameter (upper value)"
"tree:spacing:closure","closed_interval","Tree Spacing (interval closure)"
"tree:spacing:closure","greater-than-or-equal_to_less-than_interval","Tree Spacing (interval closure)"
"tree:spacing:closure","greater-than_or_equal_semi-interval","Tree Spacing (interval closure)"
"tree:spacing:closure","greater-than_semi-interval","Tree Spacing (interval closure)"
"tree:spacing:closure","greater-than_to_less-than-or-equal_interval","Tree Spacing (interval closure)"
"tree:spacing:closure","less-than_or_equal_semi-interval","Tree Spacing (interval closure)"
"tree:spacing:closure","less-than_semi-interval","Tree Spacing (interval closure)"
"tree:spacing:closure","open_interval","Tree Spacing (interval closure)"
"tree:spacing:lower","Text or number value","Tree Spacing (lower value)"
"tree:spacing:upper","Text or number value","Tree Spacing (upper value)"
"tunnel","avalanche_protector","Transportation Route Protection Structure Type"
"tunnel","culvert","Feature Code AQ065"
"tunnel","mouth","Feature Code AQ095"
"tunnel","yes","Feature Code AQ130"
"underground","no","Located Underground"
"underground","yes","Located Underground"
"undergrowth:density:closure","closed_interval","Undergrowth Density (interval closure)"
"undergrowth:density:closure","greater-than-or-equal_to_less-than_interval","Undergrowth Density (interval closure)"
"undergrowth:density:closure","greater-than_or_equal_semi-interval","Undergrowth Density (interval closure)"
"undergrowth:density:closure","greater-than_semi-interval","Undergrowth Density (interval closure)"
"undergrowth:density:closure","greater-than_to_less-than-or-equal_interval","Undergrowth Density (interval closure)"
"undergrowth:density:closure","less-than_or_equal_semi-interval","Undergrowth Density (interval closure)"
"undergrowth:density:closure","less-than_semi-interval","Undergrowth Density (interval closure)"
"undergrowth:density:closure","open_interval","Undergrowth Density (interval closure)"
"undergrowth:density:lower","Text or number value","Undergrowth Density (lower value)"
"undergrowth:density:upper","Text or number value","Undergrowth Density (upper value)"
"undergrowth:density","dense","Brush/Undergrowth Density Code"
"undergrowth:density","medium","Brush/Undergrowth Density Code"
"undergrowth:density","not_applicable","Brush/Undergrowth Density Code"
"undergrowth:density","open","Brush/Undergrowth Density Code"
"undergrowth:density","sparse","Brush/Undergrowth Density Code"
"undergrowth:density","unpopulated","Brush/Undergrowth Density Code"
"usage","High Speed Rail","Railway Class"
"usage","branch","Railroad Categories/Railway Use"
"usage","high_speed_rail","Railway Class"
"usage","main","Railroad Categories/Railway Use"
"usage","main_or_branch","Railroad Categories/Railway Use"
"usage","other","Railroad Categories/Railway Use"
"use","accommodation","Feature Function"
"use","agriculture","Usage Category"
"use","air_traffic_control","Feature Function"
"use","air_transport","Feature Function"
"use","aircraft_manufacturing","Feature Function"
"use","alert_apron/hardstand","Usage Category"
"use","amusement","Feature Function"
"use","animal_boarding","Feature Function"
"use","animal_feed_manufacturing","Feature Function"
"use","apartment","Usage Category"
"use","apparel_manufacturing","Feature Function"
"use","aquaculture","Feature Function"
"use","as_a_fill","Usage Category"
"use","baking","Feature Function"
"use","base_flight_apron","Usage Category"
"use","beverage_manufacturing","Feature Function"
"use","botanical_and/or_zoological_reserve_activities","Feature Function"
"use","branch_telephone_exchange","Feature Function"
"use","brewing","Feature Function"
"use","call_centre","Feature Function"
"use","canal_transport","Feature Function"
"use","capitol","Feature Function"
"use","cargo_handling","Feature Function"
"use","cement_mill","Feature Function"
"use","cement_product_manufacturing","Feature Function"
"use","ceramic_product_manufacturing","Feature Function"
"use","chemical_manufacturing","Feature Function"
"use","chemical_mining","Feature Function"
"use","civil_activities","Feature Function"
"use","civil_intelligence","Feature Function"
"use","civilian/public","Usage Category"
"use","clay_product_manufacturing","Feature Function"
"use","climate_control","Feature Function"
"use","closed","Usage Category"
"use","coke_manufacturing","Feature Function"
"use","commercial","Usage Category"
"use","communication","Feature Function"
"use","compass_rose_hardstand","Usage Category"
"use","confectionry_manufacturing","Feature Function"
"use","cooling","Utility Facility Type"
"use","correctional","Functional Use"
"use","courier_activities","Feature Function"
"use","decoy","Usage Category"
"use","dependents_housing","Feature Function"
"use","depot_apron","Usage Category"
"use","dispersal_hardstand","Usage Category"
"use","distillery","Feature Function"
"use","dormitory","Feature Function"
"use","education","Educational Building Type/Educational Facility Type"
"use","electrical_equipment_manufacturing","Feature Function"
"use","electronic_equipment_manufacturing","Feature Function"
"use","emergency_operations","Feature Function"
"use","emergency_relief_services","Feature Function"
"use","engine_run-up_hardstand","Usage Category"
"use","engine_test_pad/apron","Usage Category"
"use","fabricated_metal_product_manufacturing","Feature Function"
"use","filtration","Utility Facility Type"
"use","firing-in_hardstand","Usage Category"
"use","food_manufacturing","Feature Function"
"use","food_processing","Feature Function"
"use","food_service","Feature Function"
"use","footwear_manufacturing","Feature Function"
"use","forest_preserve","Usage Category"
"use","foundry","Feature Function"
"use","fruit_vegetable_processing","Feature Function"
"use","furniture_manufacturing","Feature Function"
"use","game_and_toy_manufacturing","Feature Function"
"use","garage","Feature Function"
"use","gas_oil_separation","Feature Function"
"use","glass_product_manufacturing","Feature Function"
"use","grain-milling","Feature Function"
"use","grazing","Feature Function"
"use","growing_crops","Feature Function"
"use","guard","Feature Function"
"use","hangar/apron","Usage Category"
"use","harbor_masters_office","Building Function Category"
"use","harbour_control","Feature Function"
"use","headquarters","Feature Function"
"use","healthcare","Functional Use"
"use","heating","Feature Function"
"use","heavy_fabrication","Fabrication Type"
"use","higher_education","Feature Function"
"use","human_tissue_repository","Feature Function"
"use","ice_manufacturing","Feature Function"
"use","in-patient_care","Feature Function"
"use","industrial","Usage Category"
"use","inland_waters_transport","Feature Function"
"use","inspection","Feature Function"
"use","inspection_station","Feature Function"
"use","institute","Usage Category"
"use","insular","Usage Category"
"use","intermediate_care","Feature Function"
"use","international","Usage Category"
"use","interstate","Usage Category"
"use","islamic_prayer_hall","Feature Function"
"use","jewellery_manufacturing","Feature Function"
"use","joint_military/civilian","Usage Category"
"use","leather_product_manufacturing","Feature Function"
"use","leprosy_care","Feature Function"
"use","levee/dike","Usage Category"
"use","light_fabrication","Fabrication Type"
"use","limited","Usage Category"
"use","machinery_manufacturing","Feature Function"
"use","mail_and_package_transport","Feature Function"
"use","main_telephone_exchange","Building Function Category"
"use","maintenance_hardstand","Usage Category"
"use","manufacturing","Usage Category"
"use","maritime_defense","Feature Function"
"use","maritime_pilotage","Feature Function"
"use","materials_recovery","Feature Function"
"use","meat_processing","Feature Function"
"use","medical","Usage Category"
"use","medical_equipment_manufacturing","Feature Function"
"use","medicinal_manufacturing","Feature Function"
"use","meeting_place","Feature Function"
"use","metal_manufacturing","Feature Function"
"use","metal_ore_mining","Feature Function"
"use","metal_product_manufacturing","Feature Function"
"use","metal_refining","Feature Function"
"use","military","Usage Category"
"use","military_vehicle_manufacturing","Feature Function"
"use","mineral_mining","Feature Function"
"use","mining_and_quarrying","Feature Function"
"use","miscellaneous_manufacturing","Feature Function"
"use","mixed_farming","Feature Function"
"use","mixed_urban_or_built-up_land","Usage Category"
"use","mobile_phone_service","Feature Function"
"use","motel/hotel","Usage Category"
"use","motor_vehicle_manufacturing","Feature Function"
"use","munitions_manufacturing","Feature Function"
"use","musical_instrument_manufacturing","Feature Function"
"use","navigation","Feature Function"
"use","nonmetallic_mineral_product_manufacturing","Feature Function"
"use","nuclear_research_centre","Feature Function"
"use","observation","Building Function Category"
"use","observation_station","Feature Function"
"use","oil-mill","Feature Function"
"use","open","Usage Category"
"use","operational_apron/hardstand","Usage Category"
"use","ore_dressing","Feature Function"
"use","other","Functional Use"
"use","out-patient_care","Feature Function"
"use","pad_hardstand","Usage Category"
"use","palace","Feature Function"
"use","paper_mill","Feature Function"
"use","parking_hardstand","Usage Category"
"use","pasta_manufacturing","Feature Function"
"use","peat_mining","Feature Function"
"use","pedestrian_transport","Feature Function"
"use","petroleum_and_coal_product_manufacturing","Feature Function"
"use","petroleum_andor_gas_extraction","Feature Function"
"use","petroleum_refining","Feature Function"
"use","pilot_look-out","Building Function Category"
"use","pilot_office","Building Function Category"
"use","pilot_station","Feature Function"
"use","pipeline_transport","Feature Function"
"use","plastic_product_manufacturing","Feature Function"
"use","polling_station","Feature Function"
"use","port_control","Feature Function"
"use","power_generation","Feature Function"
"use","prepared_meals_manufacturing","Feature Function"
"use","primary/1st_order","Usage Category"
"use","primary_education","Feature Function"
"use","print_publishing","Feature Function"
"use","printing","Feature Function"
"use","prohibited_area","Usage Category"
"use","provincial","Usage Category"
"use","psychiatric_in-patient_care","Feature Function"
"use","public_health_activities","Feature Function"
"use","public_order","Feature Function"
"use","public_order_safety_and_security_services","Feature Function"
"use","public_records","Feature Function"
"use","publishing_and_broadcasting","Feature Function"
"use","pumping","Feature Function"
"use","radio_broadcasting","Feature Function"
"use","railway_passenger_transport","Feature Function"
"use","railway_transport","Feature Function"
"use","railway_vehicle_manufacturing","Feature Function"
"use","raising_animals","Feature Function"
"use","recreation","Usage Category"
"use","refractory_product_manufacturing","Feature Function"
"use","refueling_hardstand","Usage Category"
"use","refugee","Functional Use"
"use","religious_activities","Feature Function"
"use","research","Building Function Category"
"use","reserve/reservation","Usage Category"
"use","reserved","Usage Category"
"use","residential","Usage Category"
"use","residential_care","Feature Function"
"use","restricted","Usage Category"
"use","retail_telecommunications","Feature Function"
"use","road_freight_transport","Feature Function"
"use","road_passenger_transport","Feature Function"
"use","road_transport","Feature Function"
"use","roll-on_roll-off_berth_(roro)","Usage Category"
"use","rubber_product_manufacturing","Feature Function"
"use","safety","Feature Function"
"use","salt_mining","Feature Function"
"use","satellite_telecommunications","Feature Function"
"use","seafood_processing","Feature Function"
"use","secondary/2nd_order","Usage Category"
"use","secondary_education","Feature Function"
"use","security_enforcement","Feature Function"
"use","security_services","Feature Function"
"use","sewerage","Feature Function"
"use","sewerage_screening","Feature Function"
"use","ship_manufacturing","Feature Function"
"use","short-term_accommodation","Feature Function"
"use","signal_box","Building Function Category"
"use","signalling","Feature Function"
"use","social_work","Feature Function"
"use","soft_drink_manufacturing","Feature Function"
"use","solid_mineral_fuel_mining","Feature Function"
"use","sports_amusement_and_recreation","Feature Function"
"use","sports_centre","Feature Function"
"use","sports_goods_manufacturing","Feature Function"
"use","steel_mill","Feature Function"
"use","stone_product_manufacturing","Feature Function"
"use","structural_metal_product_manufacturing","Feature Function"
"use","stub_apron","Usage Category"
"use","sugar_manufacturing","Feature Function"
"use","sugar_milling","Feature Function"
"use","sugar_refining","Feature Function"
"use","telephone_switching_station","Building Function Category"
"use","television_broadcasting","Feature Function"
"use","terminal","Feature Function"
"use","tertiary/3rd_order","Usage Category"
"use","textile_apparel_and_leather_manufacturing","Feature Function"
"use","textile_manufacturing","Feature Function"
"use","tobacco_product_manufacturing","Feature Function"
"use","transient_apron","Usage Category"
"use","transport_system_maintenance","Feature Function"
"use","transportation","Usage Category"
"use","transportation_equipment_manufacturing","Feature Function"
"use","transportation_hub","Feature Function"
"use","transportation_support","Feature Function"
"use","urbanised","Functional Use"
"use","urgent_medical_care","Feature Function"
"use","utilities","Feature Function"
"use","utilities_and_communication","Usage Category"
"use","vacation_cottage","Feature Function"
"use","vocational_education","Feature Function"
"use","warehouse","Feature Function"
"use","waste_treatment_and_disposal","Feature Function"
"use","water_collection","Feature Function"
"use","water_distribution","Feature Function"
"use","water_supply","Feature Function"
"use","water_transport","Feature Function"
"use","water_treatment","Feature Function"
"use","wind_tunnel","Feature Function"
"use","winery","Feature Function"
"use","wired_repeater","Feature Function"
"use","wired_telecommunications","Feature Function"
"use","wireless_repeater","Feature Function"
"use","wireless_telecommunications","Feature Function"
"use","wood_product_manufacturing","Feature Function"
"use","wooden_construction_product_manufacturing","Feature Function"
"vegetation:characteristic","other","Vegetation Characteristic"
"vegetation:height",">0_and_<=5","Predominant Vegetation Height"
"vegetation:height",">10_and_<=20","Predominant Vegetation Height"
"vegetation:height",">20_and_<=40","Predominant Vegetation Height"
"vegetation:height",">40","Predominant Vegetation Height"
"vegetation:height",">5_and_<=10","Predominant Vegetation Height"
"vegetation:height","not_applicable","Predominant Vegetation Height"
"vegetation:height","unpopulated","Predominant Vegetation Height"
"vegetation:type","bamboo","Vegetation Species"
"vegetation:type","casuarina","Vegetation Characteristic"
"vegetation:type","conifer","Vegetation Species"
"vegetation:type","coniferous","Vegetation Characteristic"
"vegetation:type","cypress","Vegetation Characteristic"
"vegetation:type","eucalyptus","Vegetation Characteristic"
"vegetation:type","filao","Vegetation Characteristic"
"vegetation:type","forest_clearing","Vegetation Characteristic"
"vegetation:type","mangrove","Vegetation Characteristic"
"vegetation:type","nipa","Vegetation Characteristic"
"vegetation:type","other","Vegetation Characteristic"
"vegetation:type","palm","Vegetation Characteristic"
"vegetation:type","umbrella_thorn","Vegetation Species"
"vehicle:type","aircraft","Vehicle Type"
"vehicle:type","automobile","Vehicle Type"
"vehicle:type","barge","Vehicle Type"
"vehicle:type","bicycle","Vehicle Type"
"vehicle:type","boat","Vehicle Type"
"vehicle:type","bus","Vehicle Type"
"vehicle:type","caravan","Vehicle Type"
"vehicle:type","caravanette","Vehicle Type"
"vehicle:type","motorcycle","Vehicle Type"
"vehicle:type","other","Vehicle Type"
"vehicle:type","ship","Vehicle Type"
"vertical_datum","ground_level","Text or number value"
"vertical_datum","highest_high_water","Sounding Datum/Vertical Datum Category"
"vertical_datum","highest_normal_high_water","Sounding Datum/Vertical Datum Category"
"vertical_datum","indian_spring_high_water!","Sounding Datum/Vertical Datum Category"
"vertical_datum","lowest_low_water","Sounding Datum/Vertical Datum Category"
"vertical_datum","lowest_normal_low_water","Sounding Datum/Vertical Datum Category"
"vertical_datum","mean_high_water","Sounding Datum/Vertical Datum Category"
"vertical_datum","mean_high_water_springs","Sounding Datum/Vertical Datum Category"
"vertical_datum","mean_higher_high_water","Sounding Datum/Vertical Datum Category"
"vertical_datum","mean_higher_high_water_springs","Sounding Datum/Vertical Datum Category"
"vertical_datum","mean_low_water","Sounding Datum/Vertical Datum Category"
"vertical_datum","mean_low_water_springs","Sounding Datum/Vertical Datum Category"
"vertical_datum","mean_lower_low_water","Sounding Datum/Vertical Datum Category"
"vertical_datum","mean_lower_low_water_springs","Sounding Datum/Vertical Datum Category"
"vertical_datum","mean_sea_level","Sounding Datum/Vertical Datum Category"
"vertical_datum","national_geodetic_vertical_datum_1929","Text or number value"
"vertical_datum","north_american_vertical_datum_1988","Text or number value"
"vertical_datum","not_applicable","Sounding Datum/Vertical Datum Category"
"vertical_datum","other","Sounding Datum/Vertical Datum Category"
"vertical_datum","wgs_84_egm08_geoid","Text or number value"
"vertical_datum","wgs_84_egm96_geoid","Text or number value"
"vertical_datum","wgs_84_ellipsoid","Text or number value"
"void_collection:type","bathymetry","Void Collection Type"
"void_collection:type","hypsography","Void Collection Type"
"void_collection:type","other","Void Collection Type"
"void_collection:type","waterbody_bottom_composition","Void Collection Type"
"volcano:status","active","Volcanic Activity"
"volcano:status","dormant","Volcanic Activity"
"volcano:status","inactive_or_extinct","Volcanic Activity"
"volcano:type","caldera","Volcanic Geologic Type/Volcano Shape"
"volcano:type","cinder_cone","Volcanic Geologic Type/Volcano Shape"
"volcano:type","composite","Volcanic Geologic Type/Volcano Shape"
"volcano:type","cone","Volcanic Geologic Type/Volcano Shape"
"volcano:type","other","Volcanic Geologic Type/Volcano Shape"
"volcano:type","shield","Volcanic Geologic Type/Volcano Shape"
"volcano:type","volcano","Volcanic Geologic Type/Volcano Shape"
"voltage","Text or number value","Kilovolt Capacity Attribute/Power Line Maximum Voltage"
"volume","Text or number value","Volume"
"wall","free-standing","Wall Type"
"wall","other","Wall Type"
"wall","retaining","Wall Type"
"wall","seawall","Shoreline Construction Type"
"water:level_effect","always_dry","Water Level Effect"
"water:level_effect","always_submerged","Water Level Effect"
"water:level_effect","awash_at_chart_datum","Water Level Effect"
"water:level_effect","awash_at_low_water","Water Level Effect"
"water:level_effect","covers_and_uncovers","Water Level Effect"
"water:level_effect","other","Water Level Effect"
"water:level_effect","partly_submerged","Water Level Effect"
"water:morphology","abandoned","Watercourse Morphology"
"water:morphology","anabrach","Watercourse Morphology"
"water:morphology","bend","Watercourse Morphology"
"water:morphology","canalized","Watercourse Morphology"
"water:morphology","confluence","Watercourse Morphology"
"water:morphology","cut-off","Watercourse Morphology"
"water:morphology","distributary","Watercourse Morphology"
"water:morphology","headwaters","Watercourse Morphology"
"water:morphology","meander","Watercourse Morphology"
"water:morphology","mouth","Watercourse Morphology"
"water:morphology","other","Watercourse Morphology"
"water:morphology","pool","Watercourse Morphology"
"water:morphology","reach","Watercourse Morphology"
"water:potable","contaminated","Water Resource Information : Water Potability"
"water:potable","no","Water Resource Information : Water Potability"
"water:potable","other","Water Resource Information : Water Potability"
"water:potable","treatable","Water Resource Information : Water Potability"
"water:potable","yes","Spring/Well Characteristic Category/Water Type"
"water:race","flume","Water Race Type"
"water:race","headrace","Water Race Type"
"water:race","sluice","Water Race Type"
"water:race","tailrace","Water Race Type"
"water:sink:type","disappearing","Watercourse Sink Type"
"water:sink:type","dissipating","Watercourse Sink Type"
"water:sink:type","hole","Watercourse Sink Type"
"water:sink:type","not_applicable","Watercourse Sink Type"
"water:sink:type","other","Watercourse Sink Type"
"water:sink:type","sinkhole","Watercourse Sink Type"
"water:type","alkaline","Spring/Well Characteristic Category/Water Type"
"water:type","brackish","Spring/Well Characteristic Category/Water Type"
"water:type","brine","Water Resource Information : Water Type"
