"Tag","Value","Tag_Description"
"raw:SRE","road_interchange","Traffic Restriction Type"
"raw:SRE","sharp_curve","Traffic Restriction Type"
"raw:SRE","sharp_curves","Traffic Restriction Type"
"raw:SRE","steep_curves","Traffic Restriction Type"
"raw:SRE","steep_grade","Traffic Restriction Type"
"raw:SSE","Text or number value","Seasonal Ice Limit"
"raw:SSG","direction","Street Sign Type"
"raw:SSG","electronic_message","Street Sign Type"
"raw:SSG","general_information","Street Sign Type"
"raw:SSG","mandatory_regulation","Street Sign Type"
"raw:SSG","other","Street Sign Type"
"raw:SSG","place_identification","Street Sign Type"
"raw:SSG","prohibited_or_restricted_activity","Street Sign Type"
"raw:SSG","road_identification","Street Sign Type"
"raw:SSG","route_marker","Street Sign Type"
"raw:SSG","traffic_control","Street Sign Type"
"raw:SSG","warning","Street Sign Type"
"raw:STA","bridge_signal_station","Maritime Station Type"
"raw:STA","coast_guard_station","Maritime Station Type"
"raw:STA","fireboat_station","Maritime Station Type"
"raw:STA","ice_signal_station","Maritime Station Type"
"raw:STA","international_port_signals_station","Maritime Station Type"
"raw:STA","lock_signal_station","Maritime Station Type"
"raw:STA","military_practice_signal_station","Maritime Station Type"
"raw:STA","other","Maritime Station Type"
"raw:STA","pilot_lookout_station","Maritime Station Type"
"raw:STA","pilot_station","Maritime Station Type"
"raw:STA","port_control_station","Maritime Station Type"
"raw:STA","radar_surveillance_station","Maritime Station Type"
"raw:STA","rescue_station","Maritime Station Type"
"raw:STA","signal_station","Maritime Station Type"
"raw:STA","storm_signal_station","Maritime Station Type"
"raw:STA","tidal_stream_station","Maritime Station Type"
"raw:STA","tide_station","Maritime Station Type"
"raw:STA","time_signal_station","Maritime Station Type"
"raw:STA","traffic_signal_station","Maritime Station Type"
"raw:STA","warning_signal_station","Maritime Station Type"
"raw:STA","water-police_station","Maritime Station Type"
"raw:STA","weather_signal_station","Maritime Station Type"
"raw:STP","ch:fat_clay","Soil Type"
"raw:STP","cl:lean_clay","Soil Type"
"raw:STP","evaporite","Soil Type"
"raw:STP","gc:clayey_gravel","Soil Type"
"raw:STP","gm:silty_gravel_sand","Soil Type"
"raw:STP","gp:poorly-graded_gravel","Soil Type"
"raw:STP","gw:well-graded_gravel","Soil Type"
"raw:STP","mh:micraceous","Soil Type"
"raw:STP","ml-cl:silt_fine_sand_and_lean_clay","Soil Type"
"raw:STP","ml:silt_and_fine_sand","Soil Type"
"raw:STP","not_evaluated","Soil Type"
"raw:STP","oh:organic_clay","Soil Type"
"raw:STP","ol:organic_silt_and_clay","Soil Type"
"raw:STP","other","Soil Type"
"raw:STP","pt:peat","Soil Type"
"raw:STP","sc:clayey_sand","Soil Type"
"raw:STP","sm:silty_sand","Soil Type"
"raw:STP","sp:poorly-graded_sand","Soil Type"
"raw:STP","sw:well-graded_sand","Soil Type"
"raw:SWC","dry","Soil Wetness Condition"
"raw:SWC","frozen/permafrost","Soil Wetness Condition"
"raw:SWC","moist","Soil Wetness Condition"
"raw:SWC","normally_dry","Soil Wetness Condition"
"raw:SWC","normally_frozen","Soil Wetness Condition"
"raw:SWC","normally_moist","Soil Wetness Condition"
"raw:SWC","normally_wet","Soil Wetness Condition"
"raw:SWC","other","Soil Wetness Condition"
"raw:SWC","wet","Soil Wetness Condition"
"raw:TRA","non-traversable","Pedestrian Traversable/Traversability"
"raw:TRA","traversable","Pedestrian Traversable/Traversability"
"raw:TRP","other","Transportation Route Protection Structure Type"
"raw:TSM","asphalt","Terrain Surface Material"
"raw:TSM","bedrock","Terrain Surface Material"
"raw:TSM","boulders","Terrain Surface Material"
"raw:TSM","concrete","Terrain Surface Material"
"raw:TSM","evaporite","Terrain Surface Material"
"raw:TSM","frozen_water","Terrain Surface Material"
"raw:TSM","gravel","Terrain Surface Material"
"raw:TSM","lava_flow","Terrain Surface Material"
"raw:TSM","loess","Terrain Surface Material"
"raw:TSM","mud","Terrain Surface Material"
"raw:TSM","other","Terrain Surface Material"
"raw:TSM","paved","Terrain Surface Material"
"raw:TSM","rock","Terrain Surface Material"
"raw:TSM","sand","Terrain Surface Material"
"raw:TSM","soil","Terrain Surface Material"
"raw:TXP","dispersal","Taxiway Type"
"raw:TXP","link","Taxiway Type"
"raw:TXP","loop","Taxiway Type"
"raw:TXP","parallel","Taxiway Type"
"raw:TXP","perimeter","Taxiway Type"
"raw:UHS","uncovering_height_known","Uncovering Height Known"
"raw:USE_","closed","Usage2"
"raw:USE_","international","Usage2"
"raw:USE_","joint_military/civilian","Usage2"
"raw:USE_","limited","Usage2"
"raw:USE_","military","Usage2"
"raw:USE_","national","Usage2"
"raw:USE_","other","Usage2"
"raw:USE_","private","Usage2"
"raw:USE_","prohibited_area","Usage2"
"raw:USE_","reserved","Usage2"
"raw:USE_","restricted","Usage2"
"raw:USE_","state","Usage2"
"raw:UTY","cable_television","Accessible Utility Type"
"raw:UTY","cooling_fluid_circulation","Accessible Utility Type"
"raw:UTY","digital_fibre-optic_system","Accessible Utility Type"
"raw:UTY","electric_power_distribution","Accessible Utility Type"
"raw:UTY","heating_fluid_circulation","Accessible Utility Type"
"raw:UTY","natural_gas_distribution","Accessible Utility Type"
"raw:UTY","other","Accessible Utility Type"
"raw:UTY","sewage","Accessible Utility Type"
"raw:UTY","storm_sewer","Accessible Utility Type"
"raw:UTY","street_light","Accessible Utility Type"
"raw:UTY","telegraph","Accessible Utility Type"
"raw:UTY","telephone","Accessible Utility Type"
"raw:UTY","traffic_light","Accessible Utility Type"
"raw:UTY","water_distribution","Accessible Utility Type"
"raw:VCA","area_too_rough_to_collect","Void Collection Attribute/Void Collection Reason"
"raw:VCA","cloud_cover","Void Collection Attribute/Void Collection Reason"
"raw:VCA","dark_shade","Void Collection Attribute/Void Collection Reason"
"raw:VCA","data_not_requested_by_user","Void Collection Attribute/Void Collection Reason"
"raw:VCA","data_not_required","Void Collection Attribute/Void Collection Reason"
"raw:VCA","different_height_threshold_within_data_block","Void Collection Attribute/Void Collection Reason"
"raw:VCA","flooded","Void Collection Attribute/Void Collection Reason"
"raw:VCA","inaccessible","Void Collection Attribute/Void Collection Reason"
"raw:VCA","low_data_collection_criteria","Void Collection Attribute/Void Collection Reason"
"raw:VCA","no_available_imagery","Void Collection Attribute/Void Collection Reason"
"raw:VCA","no_available_map_source","Void Collection Attribute/Void Collection Reason"
"raw:VCA","no_available_survey","Void Collection Attribute/Void Collection Reason"
"raw:VCA","no_suitable_imagery","Void Collection Attribute/Void Collection Reason"
"raw:VCA","not_requested","Void Collection Attribute/Void Collection Reason"
"raw:VCA","not_required","Void Collection Attribute/Void Collection Reason"
"raw:VCA","other","Void Collection Attribute/Void Collection Reason"
"raw:VCA","snow_cover","Void Collection Attribute/Void Collection Reason"
"raw:VCA","vegetation_cover","Void Collection Attribute/Void Collection Reason"
"raw:VDR","Text or number value","Vertical Datum Record"
"raw:VOL","empty","Volume"
"raw:VOL","heavy","Volume"
"raw:VOL","light","Volume"
"raw:VOL","moderate","Volume"
"raw:VRR","above_surface/does_not_cover_(at_high_water)","Vertical Reference Category"
"raw:VRR","awash_at_sounding_datum","Vertical Reference Category"
"raw:VRR","below_surface/submerged","Vertical Reference Category"
"raw:VRR","covers_and_uncovers","Vertical Reference Category"
"raw:VRR","not_applicable","Vertical Reference Category"
"raw:VST","Text or number value","Vehicle Scale Count"
"raw:WEQ","capped","Well Equipment"
"raw:WEQ","christmas_tree","Well Equipment"
"raw:WEQ","manifold","Well Equipment"
"raw:WEQ","other","Well Equipment"
"raw:WEQ","protective_structure","Well Equipment"
"raw:WEQ","pump","Well Equipment"
"raw:WEQ","rod_pump","Well Equipment"
"raw:WEQ","separator","Well Equipment"
"raw:WEQ","stock_tank","Well Equipment"
"raw:WEQ","treater","Well Equipment"
"raw:WEQ","wellhead","Well Equipment"
"raw:WFT","artesian_well","Well Feature Type/Well Type"
"raw:WFT","drilled","Well Feature Type/Well Type"
"raw:WFT","dug","Well Feature Type/Well Type"
"raw:WFT","dug_or_drilled_well","Well Feature Type/Well Type"
"raw:WFT","other","Well Feature Type/Well Type"
"raw:WFT","walled-in","Well Feature Type/Well Type"
"raw:WGP","Text or number value","Width with greater than 1 meter resolution"
"raw:WLE","always_dry","Water Level Effect"
"raw:WLE","always_submerged","Water Level Effect"
"raw:WLE","covers_and_uncovers","Water Level Effect"
"raw:WLE","floating","Water Level Effect"
"raw:WLE","not_applicable","Water Level Effect"
"raw:WLE","other","Water Level Effect"
"raw:WLE","partly_submerged","Water Level Effect"
"raw:WVA","Text or number value","Predominant Average Water Velocity"
"raw:WVH","Text or number value","Predominant Maximum Water Velocity"
"raw:WVL","Text or number value","Predominant Minimum Water Velocity"
"raw:fcode","AA011","Feature Code AA011"
"raw:fcode","AA045","Feature Code AA045"
"raw:fcode","AA052","Feature Code AA052"
"raw:fcode","AA054","Feature Code AA054"
"raw:fcode","AB010","Feature Code AB010"
"raw:fcode","AB021","Feature Code AB021"
"raw:fcode","AC010","Feature Code AC010"
"raw:fcode","AC030","Feature Code AC030"
"raw:fcode","AC040","Feature Code AC040"
"raw:fcode","AC060","Feature Code AC060"
"raw:fcode","AC507","Feature Code AC507"
"raw:fcode","AD020","Feature Code AD020"
"raw:fcode","AD025","Feature Code AD025"
"raw:fcode","AD041","Feature Code AD041"
"raw:fcode","AD050","Feature Code AD050"
"raw:fcode","AD055","Feature Code AD055"
"raw:fcode","AD060","Feature Code AD060"
"raw:fcode","AF020","Feature Code AF020"
"raw:fcode","AF021","Feature Code AF021"
"raw:fcode","AF050","Feature Code AF050"
"raw:fcode","AF060","Feature Code AF060"
"raw:fcode","AF080","Feature Code AF080"
"raw:fcode","AG030","Feature Code AG030"
"raw:fcode","AG040","Feature Code AG040"
"raw:fcode","AI020","Feature Code AI020"
"raw:fcode","AI021","Feature Code AI021"
"raw:fcode","AJ030","Feature Code AJ030"
"raw:fcode","AJ050","Feature Code AJ050"
"raw:fcode","AJ055","Feature Code AJ055"
"raw:fcode","AJ080","Feature Code AJ080"
"raw:fcode","AK061","Feature Code AK061"
"raw:fcode","AK070","Feature Code AK070"
"raw:fcode","AK080","Feature Code AK080"
"raw:fcode","AK090","Feature Code AK090"
"raw:fcode","AK101","Feature Code AK101"
"raw:fcode","AK121","Feature Code AK121"
"raw:fcode","AK150","Feature Code AK150"
"raw:fcode","AK155","Feature Code AK155"
"raw:fcode","AK161","Feature Code AK161"
"raw:fcode","AK164","Feature Code AK164"
"raw:fcode","AK180","Feature Code AK180"
"raw:fcode","AL011","Feature Code AL011"
"raw:fcode","AL012","Feature Code AL012"
"raw:fcode","AL014","Feature Code AL014"
"raw:fcode","AL060","Feature Code AL060"
"raw:fcode","AL065","Feature Code AL065"
"raw:fcode","AL140","Feature Code AL140"
"raw:fcode","AL142","Feature Code AL142"
"raw:fcode","AL155","Feature Code AL155"
"raw:fcode","AL165","Feature Code AL165"
"raw:fcode","AL170","Feature Code AL170"
"raw:fcode","AL175","Feature Code AL175"
"raw:fcode","AL180","Feature Code AL180"
"raw:fcode","AL195","Feature Code AL195"
"raw:fcode","AL201","Feature Code AL201"
"raw:fcode","AL250","Feature Code AL250"
"raw:fcode","AL351","Feature Code AL351"
"raw:fcode","AL376","Feature Code AL376"
"raw:fcode","AL510","Feature Code AL510"
"raw:fcode","AM011","Feature Code AM011"
"raw:fcode","AM065","Feature Code AM065"
"raw:fcode","AM071","Feature Code AM071"
"raw:fcode","AN085","Feature Code AN085"
"raw:fcode","AQ010","Feature Code AQ010"
"raw:fcode","AQ020","Feature Code AQ020"
"raw:fcode","AQ035","Feature Code AQ035"
"raw:fcode","AQ059","Feature Code AQ059"
"raw:fcode","AQ075","Feature Code AQ075"
"raw:fcode","AQ110","Feature Code AQ110"
"raw:fcode","AQ111","Feature Code AQ111"
"raw:fcode","AQ114","Feature Code AQ114"
"raw:fcode","AQ115","Feature Code AQ115"
"raw:fcode","AQ118","Feature Code AQ118"
"raw:fcode","AQ120","Feature Code AQ120"
"raw:fcode","AQ150","Feature Code AQ150"
"raw:fcode","AQ151","Feature Code AQ151"
"raw:fcode","AQ160","Feature Code AQ160"
"raw:fcode","AQ161","Feature Code AQ161"
"raw:fcode","AQ162","Feature Code AQ162"
"raw:fcode","AQ180","Feature Code AQ180"
"raw:fcode","AT011","Feature Code AT011"
"raw:fcode","AT012","Feature Code AT012"
"raw:fcode","AT020","Feature Code AT020"
"raw:fcode","AT060","Feature Code AT060"
"raw:fcode","AT070","Feature Code AT070"
"raw:fcode","BA023","Feature Code BA023"
"raw:fcode","BA040","Feature Code BA040"
"raw:fcode","BB009","Feature Code BB009"
"raw:fcode","BB010","Feature Code BB010"
"raw:fcode","BB090","Feature Code BB090"
"raw:fcode","BB110","Feature Code BB110"
"raw:fcode","BB155","Feature Code BB155"
"raw:fcode","BB199","Feature Code BB199"
"raw:fcode","BB201","Feature Code BB201"
"raw:fcode","BB241","Feature Code BB241"
"raw:fcode","BC070","Feature Code BC070"
"raw:fcode","BD100","Feature Code BD100"
"raw:fcode","BD115","Feature Code BD115"
"raw:fcode","BD130","Feature Code BD130"
"raw:fcode","BD140","Feature Code BD140"
"raw:fcode","BD181","Feature Code BD181"
"raw:fcode","BH012","Feature Code BH012"
"raw:fcode","BH065","Feature Code BH065"
"raw:fcode","BH077","Feature Code BH077"
"raw:fcode","BH100","Feature Code BH100"
"raw:fcode","BH110","Feature Code BH110"
"raw:fcode","BH116","Feature Code BH116"
"raw:fcode","BH150","Feature Code BH150"
"raw:fcode","BH155","Feature Code BH155"
"raw:fcode","BH160","Feature Code BH160"
"raw:fcode","BH220","Feature Code BH220"
"raw:fcode","BI005","Feature Code BI005"
"raw:fcode","BI006","Feature Code BI006"
"raw:fcode","BI030","Feature Code BI030"
"raw:fcode","BI044","Feature Code BI044"
"raw:fcode","BI045","Feature Code BI045"
"raw:fcode","BI060","Feature Code BI060"
"raw:fcode","BI070","Feature Code BI070"
"raw:fcode","BJ020","Feature Code BJ020"
"raw:fcode","BJ080","Feature Code BJ080"
"raw:fcode","BJ099","Feature Code BJ099"
"raw:fcode","BJ100","Feature Code BJ100"
"raw:fcode","CA010","Feature Code CA010"
"raw:fcode","CA030","Feature Code CA030"
"raw:fcode","DA005","Feature Code DA005"
"raw:fcode","DA010","Feature Code DA010"
"raw:fcode","DB088","Feature Code DB080"
"raw:fcode","DB100","Feature Code DB100"
"raw:fcode","DB110","Feature Code DB110"
"raw:fcode","DB155","Feature Code DB115"
"raw:fcode","DB160","Feature Code DB160"
"raw:fcode","DB170","Feature Code DB170"
"raw:fcode","DB180","Feature Code DB180"
"raw:fcode","DB190","Feature Code DB190"
"raw:fcode","DB211","Feature Code DB211"
"raw:fcode","EA020","Feature Code EA020"
"raw:fcode","EA030","Feature Code EA030"
"raw:fcode","EA050","Feature Code EA050"
"raw:fcode","EA055","Feature Code EA055"
"raw:fcode","EC010","Feature Code EC010"
"raw:fcode","EC020","Feature Code EC020"
"raw:fcode","EC060","Feature Code EC060"
"raw:fcode","ED010","Feature Code ED010"
"raw:fcode","EE010","Feature Code EE010"
"raw:fcode","EE030","Feature Code EE030"
"raw:fcode","FA000","Feature Code FA000"
"raw:fcode","FA001","Feature Code FA001"
"raw:fcode","FA012","Feature Code FA012"
"raw:fcode","FA020","Feature Code FA020"
"raw:fcode","FA100","Feature Code FA100"
"raw:fcode","FA110","Feature Code FA110"
"raw:fcode","FA165","Feature Code FA165"
"raw:fcode","FA210","Feature Code FA210"
"raw:fcode","GA034","Feature Code GA034"
"raw:fcode","GB010","Feature Code GB010"
"raw:fcode","GB065","Feature Code GB065"
"raw:fcode","GB070","Feature Code GB070"
"raw:fcode","GB250","Feature Code GB250"
"raw:fcode","GB485","Feature Code GB485"
"raw:fcode","SU004","Feature Code SU004"
"raw:fcode","ZB020","Feature Code ZB020"
"raw:fcode","ZB030","Feature Code ZB030"
"raw:fcode","ZB035","Feature Code ZB035"
"raw:fcode","ZD019","Feature Code ZD019"
"raw:fcode","ZD020","Feature Code ZD020"
"raw:fcode","ZD030","Feature Code ZD030"
"raw_material","aluminum","Manufacturing Information : Raw Material"
"raw_material","asphalt","Manufacturing Information : Raw Material"
"raw_material","bauxite","Manufacturing Information : Raw Material"
"raw_material","cement","Manufacturing Information : Raw Material"
"raw_material","chemical","Manufacturing Information : Raw Material"
"raw_material","clay","Manufacturing Information : Raw Material"
"raw_material","coal","Manufacturing Information : Raw Material"
"raw_material","coke","Manufacturing Information : Raw Material"
"raw_material","copper","Manufacturing Information : Raw Material"
"raw_material","cotton","Manufacturing Information : Raw Material"
"raw_material","gas","Manufacturing Information : Raw Material"
"raw_material","glass","Manufacturing Information : Raw Material"
"raw_material","gold","Manufacturing Information : Raw Material"
"raw_material","gravel","Manufacturing Information : Raw Material"
"raw_material","ice","Manufacturing Information : Raw Material"
"raw_material","iron","Manufacturing Information : Raw Material"
"raw_material","lead","Manufacturing Information : Raw Material"
"raw_material","lumber","Manufacturing Information : Raw Material"
"raw_material","manganese","Manufacturing Information : Raw Material"
"raw_material","metal","Manufacturing Information : Raw Material"
"raw_material","no_raw_material","Manufacturing Information : Raw Material"
"raw_material","oil","Manufacturing Information : Raw Material"
"raw_material","ore","Manufacturing Information : Raw Material"
"raw_material","other","Manufacturing Information : Raw Material"
"raw_material","paper","Manufacturing Information : Raw Material"
"raw_material","petroleum_and/or_natural_gas","Manufacturing Information : Raw Material"
"raw_material","plant_material","Manufacturing Information : Raw Material"
"raw_material","plastic","Manufacturing Information : Raw Material"
"raw_material","radioactive_material","Manufacturing Information : Raw Material"
"raw_material","rubber","Manufacturing Information : Raw Material"
"raw_material","salt","Manufacturing Information : Raw Material"
"raw_material","sand","Manufacturing Information : Raw Material"
"raw_material","sewage","Manufacturing Information : Raw Material"
"raw_material","silver","Manufacturing Information : Raw Material"
"raw_material","snow","Manufacturing Information : Raw Material"
"raw_material","steel","Manufacturing Information : Raw Material"
"raw_material","stone","Manufacturing Information : Raw Material"
"raw_material","sugar","Manufacturing Information : Raw Material"
"raw_material","sulphur","Manufacturing Information : Raw Material"
"raw_material","textile","Manufacturing Information : Raw Material"
"raw_material","tobacco","Manufacturing Information : Raw Material"
"raw_material","uranium","Manufacturing Information : Raw Material"
"raw_material","vegetation","Manufacturing Information : Raw Material"
"raw_material","water","Manufacturing Information : Raw Material"
"raw_material","wood","Manufacturing Information : Raw Material"
"raw_material","zinc","Manufacturing Information : Raw Material"
"ref:2","Text or number value","Route Designation [2]"
"ref:3","Text or number value","Route Designation [3]"
"ref:road:type","avenue","Thoroughfare Type"
"ref:road:type","boulevard","Thoroughfare Type"
"ref:road:type","circle","Thoroughfare Type"
"ref:road:type","close","Thoroughfare Type"
"ref:road:type","drive","Thoroughfare Type"
"ref:road:type","lane","Thoroughfare Type"
"ref:road:type","limited_access_motorway","Thoroughfare Type"
"ref:road:type","motorway","Thoroughfare Type"
"ref:road:type","other","Thoroughfare Type"
"ref:road:type","parkway","Thoroughfare Type"
"ref:road:type","place","Thoroughfare Type"
"ref:road:type","road","Thoroughfare Type"
"ref:road:type","street","Thoroughfare Type"
"ref:road:type","terrace","Thoroughfare Type"
"ref:road_class","international","Route Designation (route designation type)"
"ref:road_class","local","Thoroughfare Class"
"ref:road_class","national","Route Designation (route designation type)"
"ref:road_class","national_motorway","Thoroughfare Class"
"ref:road_class","other","Thoroughfare Class"
"ref:road_class","primary","Thoroughfare Class"
"ref:road_class","secondary","Thoroughfare Class"
"ref:roadtype","roundabout","Thoroughfare Type"
"ref","Text or number value","Route Designation/Route Number"
"religion","buddhist","Religious Designation"
"religion","catholic","Religious Designation"
"religion","chaldean","Religious Information : Religious Designation"
"religion","christian","Religious Designation"
"religion","greek_orthodox","Religious Designation"
"religion","hindu","Religious Information : Religious Designation"
"religion","jewish","Religious Designation"
"religion","muslim","Religious Designation"
"religion","nestorian","Religious Information : Religious Designation"
"religion","orthodox","Religious Information : Religious Designation"
"religion","other","Religious Designation"
"religion","protestant","Religious Designation"
"religion","roman_catholic","Religious Information : Religious Designation"
"religion","shia","Religious Information : Religious Designation"
"religion","shinto","Religious Designation"
"religion","sunni","Religious Information : Religious Designation"
"religion","unknown","Religious Designation"
"repair","aircraft","Feature Function"
"repair","electrical_equipment","Feature Function"
"repair","electronic_equipment","Feature Function"
"repair","fabricated_metal_products","Feature Function"
"repair","machinery","Feature Function"
"repair","rail_car","Transportation Facility Type"
"repair","railroad","Feature Function"
"repair","railway_vehicle","Building Function Category"
"repair","ship","Feature Function"
"repair","yes","Feature Function"
"reservoir:type","back-up_water/impounded_by_a_dam","Reservoir Type"
"reservoir:type","constructed_basin","Reservoir Type"
"road:runway","no","Flight Strip Capable"
"road:runway","yes","Flight Strip Capable"
"roof:shape","conical","Roof Shape/Structure Shape of Roof"
"roof:shape","domed","Roof Shape/Structure Shape of Roof"
"roof:shape","flat","Roof Shape/Structure Shape of Roof"
"roof:shape","flat_with_clerestory","Roof Shape/Structure Shape of Roof"
"roof:shape","flat_with_parapet","Roof Shape/Structure Shape of Roof"
"roof:shape","not_applicable","Roof Shape/Structure Shape of Roof"
"roof:shape","other","Roof Shape/Structure Shape of Roof"
"roof:shape","pitched","Roof Shape/Structure Shape of Roof"
"roof:shape","pitched_with_clerestory","Roof Shape/Structure Shape of Roof"
"roof:shape","pyramidal","Roof Shape/Structure Shape of Roof"
"roof:shape","sawtoothed","Roof Shape/Structure Shape of Roof"
"roof:shape","semi-cylindrical","Roof Shape/Structure Shape of Roof"
"roof:shape","with_clerestory","Roof Shape/Structure Shape of Roof"
"roof:shape","with_cupola","Roof Shape/Structure Shape of Roof"
"roof:shape","with_minaret","Roof Shape/Structure Shape of Roof"
"roof:shape","with_smokestack","Roof Shape/Structure Shape of Roof"
"roof:shape","with_steeple","Roof Shape/Structure Shape of Roof"
"roof:shape","with_tower","Roof Shape/Structure Shape of Roof"
"roof:shape","with_turret","Roof Shape/Structure Shape of Roof"
"route:protection","yes","Feature Code AL211"
"route","ferry","Feature Code AQ070"
"ruins","yes","Feature Code AL200"
"seasonal","fair","Road Weather Restriction/Weather Type Category"
"seasonal","limited","Route Pavement Information : Road Weather Restriction"
"seasonal","no","Road Weather Restriction/Weather Type Category"
"seasonal","not_winter","Road Weather Restriction/Weather Type Category"
"seasonal","other","Route Pavement Information : Road Weather Restriction"
"seasonal","winter","Road Weather Restriction/Weather Type Category"
"seasonal_location","autumn","Nomadic Seasonal Location"
"seasonal_location","other","Nomadic Seasonal Location"
"seasonal_location","spring","Nomadic Seasonal Location"
"seasonal_location","summer","Nomadic Seasonal Location"
"seasonal_location","winter","Nomadic Seasonal Location"
"security:classification_authority","classification_derived_from_dod_midb_security_classification_guide","Classification Authority"
"security:classification_authority","classification_derived_from_imagery_policy_series_classification_guide","Classification Authority"
"security:classification_authority","classification_derived_from_multiple_sources","Classification Authority"
"security:classification_authority","classification_derived_from_nga_security_classification_guide","Classification Authority"
"security:classification_authority","classification_derived_from_op_nav_inst_s5513.5b-24","Classification Authority"
"security:classification_authority","classified_by_director_central_intelligence","Classification Authority"
"security:classification_authority","classified_by_some_other_means","Classification Authority"
"security:classification","confidential","Security Classification"
"security:classification","confidential_atomal","Security Classification"
"security:classification","cosmic_top_secret-balk","Security Classification"
"security:classification","cosmic_top_secret-bohemia","Security Classification"
"security:classification","cosmic_top_secret_atom","Security Classification"
"security:classification","nato_confidential","Security Classification"
"security:classification","nato_restricted","Security Classification"
"security:classification","nato_secret","Security Classification"
"security:classification","nato_secret-avicula","Security Classification"
"security:classification","nato_secret-savate","Security Classification"
"security:classification","nato_unclassified","Security Classification"
"security:classification","restricted","Security Classification"
"security:classification","secret","Security Classification"
"security:classification","secret_atomal","Security Classification"
"security:classification_system_identifier","Text or number value","Security Classification System Identifier"
"security:classification","top_secret","Security Classification"
"security:classification","unclassified","Security Classification"
"security:codeword_control","Text or number value","Security Codeword Control"
"security:declassification","Text or number value","Restriction Declassification"
"security:declassification_exemption","Text or number value","Restriction Declassification Exemptions"
"security:foreign_government_access","Text or number value","Restrctions on Foreign Government Access"
"security:ic_dessimination_control","Text or number value","Restrictions on Dissemination Control IC"
"security:ic_dissemination_control","for_official_use_only","Restrictions on Releasibility"
"security:multiple_classification_authority_sources","Text or number value","Multiple Classification Authority Sources"
"security:non_ic_dissemination_control","exclusive_distribution","Restrictions on Dissemination Control Non-IC"
"security:non_ic_dissemination_control","law_enforcement_sensitive","Restrictions on Dissemination Control Non-IC"
"security:non_ic_dissemination_control","law_enforcement_sensitive_noforn","Restrictions on Dissemination Control Non-IC"
"security:non_ic_dissemination_control","limited_distribution","Restrictions on Releasibility"
"security:non_ic_dissemination_control","no_distribution","Restrictions on Dissemination Control Non-IC"
"security:non_ic_dissemination_control","sensitive_but_unclassified","Restrictions on Dissemination Control Non-IC"
"security:non_ic_dissemination_control","sensitive_but_unclassified_noforn","Restrictions on Dissemination Control Non-IC"
"security:non_ic_dissemination_control","sensitive_information","Restrictions on Dissemination Control Non-IC"
"security:non_ic_dissemination_control","special_category","Restrictions on Dissemination Control Non-IC"
"security:non_standard_classification_authority","Text or number value","Non-standard Classification Authority"
"security:releasability","Text or number value","Restrictions on Releasibility"
"security:resource_owner","Afghanistan","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Albania","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Algeria","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","American Samoa","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Andorra","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Angola","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Anguilla","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Antarctica","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Antigua and Barbuda","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Argentina","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Armenia","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Aruba","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Australia","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Austria","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Azerbaijan","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Bahamas","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Bahrain","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Bangladesh","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Barbados","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Belarus","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Belgium","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Belize","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Benin","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Bermuda","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Bhutan","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Biological Weapons Convention States","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Bolivia","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Bosnia and Herzegovina","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Botswana","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Bouvet Island","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","Brazil","Restriction Information : Security Attributes Group (resource owner-producer)"
"security:resource_owner","British Indian Ocean Territory","Restriction Information : Security Attributes Group (resource owner-producer)"
